Electoral district number,Electoral district name,Last name (2015),First name (2015),Political affiliation (2015),% Votes obtained (2015)
59006,Chilliwack--Hope,O'Donnell,Dorothy-Jean,Marxist-Leninist,0.2
59006,Chilliwack--Hope,Strahl,Mark,Conservative,42.3
59007,Cloverdale--Langley City,Aldag,John,Liberal,45.5
59007,Cloverdale--Langley City,Anderson,Scott,Green Party,4.1
59007,Cloverdale--Langley City,Drysdale,Dean,Conservative,34.8
59007,Cloverdale--Langley City,Smith,Rebecca,NDP-New Democratic Party,15.7
59008,Coquitlam--Port Coquitlam,Dahlby,Lewis Clarke,Libertarian,1.8
59008,Coquitlam--Port Coquitlam,Horne,Douglas,Conservative,32
59008,Coquitlam--Port Coquitlam,McKinnon,Ron,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Nickason,Brad,Green Party,3.7
59008,Coquitlam--Port Coquitlam,Norman,Sara,NDP-New Democratic Party,27.3
59009,Courtenay--Alberni,Biley,Barbara,Marxist-Leninist,0.2
59009,Courtenay--Alberni,Duncan,John,Conservative,28.2
59009,Courtenay--Alberni,Johns,Gord,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,Powell-Davidson,Carrie,Liberal,21.8
59009,Courtenay--Alberni,Sollitt,Glenn,Green Party,11.7
59010,Cowichan--Malahat--Langford,Barker,Martin,Conservative,22.8
59010,Cowichan--Malahat--Langford,Haythornthwaite,Alastair,Marxist-Leninist,0.6
59010,Cowichan--Malahat--Langford,Hunt-Jinnouchi,Fran,Green Party,16.9
59010,Cowichan--Malahat--Langford,Krayenhoff,Luke,Liberal,23.8
59010,Cowichan--Malahat--Langford,MacGregor,Alistair,NDP-New Democratic Party,35.9
59011,Delta,Devellano,Anthony Edward,Green Party,3.2
59011,Delta,Findlay,Kerry-Lynne,Conservative,32.8
59011,Delta,Leveque,Jeremy,NDP-New Democratic Party,14.9
59011,Delta,Qualtrough,Carla,Liberal,49.1
59012,Fleetwood--Port Kells,Begg,Garry,NDP-New Democratic Party,21.5
59012,Fleetwood--Port Kells,Grewal,Nina,Conservative,29.3
59012,Fleetwood--Port Kells,Hardie,Ken,Liberal,46.9
59012,Fleetwood--Port Kells,Hosein,Richard,Green Party,2.4
59013,Kamloops--Thompson--Cariboo,Greenwood,Matthew,Green Party,3.6
59013,Kamloops--Thompson--Cariboo,McLeod,Cathy,Conservative,35.3
59013,Kamloops--Thompson--Cariboo,Powrie,Steve,Liberal,30.4
59013,Kamloops--Thompson--Cariboo,Sundhu,Bill,NDP-New Democratic Party,30.8
59014,Kelowna--Lake Country,Bowman,Norah Mary,NDP-New Democratic Party,14.1
59014,Kelowna--Lake Country,Cannan,Ron,Conservative,39.8
59014,Kelowna--Lake Country,Fuhr,Stephen,Liberal,46.2
59015,Kootenay--Columbia,Green,Bill,Green Party,6.5
59015,Kootenay--Columbia,Johnston,Don,Liberal,19.5
59015,Kootenay--Columbia,Stetski,Wayne,NDP-New Democratic Party,37.2
59015,Kootenay--Columbia,Wilks,David,Conservative,36.8
59016,Langley--Aldergrove,Dhillon,Simmi Saminder Kaur,Green Party,4.4
59016,Langley--Aldergrove,Jensen,Leon,Liberal,36.6
59016,Langley--Aldergrove,Sangster,Margot,NDP-New Democratic Party,12.5
59016,Langley--Aldergrove,Southern,Lauren,Libertarian,0.9
59016,Langley--Aldergrove,Warawa,Mark,Conservative,45.6
59017,Mission--Matsqui--Fraser Canyon,Adamson,Dennis,NDP-New Democratic Party,20.5
59017,Mission--Matsqui--Fraser Canyon,Green,Arthur Alexander,Green Party,5.1
59017,Mission--Matsqui--Fraser Canyon,Scott,Wyatt,Independent,2
59017,Mission--Matsqui--Fraser Canyon,Sidhu,Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Vis,Brad,Conservative,34.9
59017,Mission--Matsqui--Fraser Canyon,Wismer,Elaine,Marxist-Leninist,0.1
59018,Nanaimo--Ladysmith,East,Jack,Marxist-Leninist,0.2
59018,Nanaimo--Ladysmith,MacDonald,Mark Allen,Conservative,23.4
59018,Nanaimo--Ladysmith,Malcolmson,Sheila,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Manly,Paul,Green Party,19.8
59018,Nanaimo--Ladysmith,Tessier,Tim,Liberal,23.5
59019,New Westminster--Burnaby,Brocki,Rex,Libertarian,2.6
59019,New Westminster--Burnaby,Ellis,Chloe,Conservative,20
59019,New Westminster--Burnaby,Julian,Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Ramnarine,Sasha,Liberal,29
59019,New Westminster--Burnaby,Routledge,Kyle,Green Party,4.7
59019,New Westminster--Burnaby,Theriault,Joseph,Marxist-Leninist,0.3
59020,North Okanagan--Shuswap,Arnold,Mel,Conservative,39.3
59020,North Okanagan--Shuswap,Derkaz,Cindy,Liberal,29.9
59020,North Okanagan--Shuswap,George,Chris,Green Party,5.2
59020,North Okanagan--Shuswap,Gingras,Jacqui,NDP-New Democratic Party,25.6
59021,North Vancouver,Azad,Payam,Independent,0.1
59021,North Vancouver,Martin,Claire,Green Party,8.3
59021,North Vancouver,Saxton,Andrew,Conservative,26.9
59021,North Vancouver,Thomas,Carleen,NDP-New Democratic Party,7.8
59021,North Vancouver,Wilkinson,Jonathan,Liberal,56.7
59021,North Vancouver,Yetisen,Ismet,Libertarian,0.2
59022,Pitt Meadows--Maple Ridge,D'Eith,Bob,NDP-New Democratic Party,29.6
59022,Pitt Meadows--Maple Ridge,Murray,Mike,Conservative,31.4
59022,Pitt Meadows--Maple Ridge,Ranta,Steve,Independent,0.9
59022,Pitt Meadows--Maple Ridge,Ruimy,Dan,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Tam,Peter,Green Party,4.2
59023,Port Moody--Coquitlam,Adcock,Jessie,Liberal,30.9
59023,Port Moody--Coquitlam,Donnelly,Fin,NDP-New Democratic Party,36
59023,Port Moody--Coquitlam,Laidler,Tim,Conservative,29.5
59023,Port Moody--Coquitlam,Madsen,Marcus,Green Party,3.4
59023,Port Moody--Coquitlam,Verrier,Roland,Marxist-Leninist,0.2
59024,Prince George--Peace River--Northern Rockies,Biggar,Elizabeth,Green Party,5.2
59024,Prince George--Peace River--Northern Rockies,Blackman,Barry,PC Party,0.9
59024,Prince George--Peace River--Northern Rockies,Dickie,Kathi,NDP-New Democratic Party,15.5
59024,Prince George--Peace River--Northern Rockies,Keller,W. Todd,Libertarian,1.1
59024,Prince George--Peace River--Northern Rockies,Shaw,Matt,Liberal,24.9
59024,Prince George--Peace River--Northern Rockies,Zimmer,Bob,Conservative,52.5
59025,Richmond Centre,Chiu,Vincent,Green Party,2.9
59025,Richmond Centre,Trovato,Jack,NDP-New Democratic Party,11.5
59025,Richmond Centre,Wong,Alice,Conservative,44.2
59025,Richmond Centre,Woo,Lawrence,Liberal,41.4
59026,Esquimalt--Saanich--Sooke,Garrison,Randall,NDP-New Democratic Party,35
59026,Esquimalt--Saanich--Sooke,Litman,Frances,Green Party,19.9
59026,Esquimalt--Saanich--Sooke,Lukens,Shari,Conservative,17.5
59026,Esquimalt--Saanich--Sooke,Merner,David,Liberal,27.4
59026,Esquimalt--Saanich--Sooke,Strandlund,Tyson,Communist,0.2
59027,Saanich--Gulf Islands,Boyd,Robert,Conservative,19.5
59027,Saanich--Gulf Islands,Cormier,Alicia,NDP-New Democratic Party,9.1
59027,Saanich--Gulf Islands,Kane,Tim,Liberal,16.7
59027,Saanich--Gulf Islands,May,Elizabeth,Green Party,54.4
59027,Saanich--Gulf Islands,Porter,Meghan Jess,Libertarian,0.4
59028,Skeena--Bulkley Valley,Cullen,Nathan,NDP-New Democratic Party,51.1
59028,Skeena--Bulkley Valley,Layton,Brad,Liberal,18.7
59028,Skeena--Bulkley Valley,Nesbitt,Tyler,Conservative,24.8
59028,Skeena--Bulkley Valley,Parnell,Jeannie,Green Party,3.6
59028,Skeena--Bulkley Valley,Spratt,Don,Christian Heritage Party,1.8
59029,South Okanagan--West Kootenay,Cannings,Richard,NDP-New Democratic Party,37.3
59029,South Okanagan--West Kootenay,Denesiuk,Connie,Liberal,28.1
59029,South Okanagan--West Kootenay,Gray,Brian,Independent,0.6
59029,South Okanagan--West Kootenay,Neufeld,Marshall,Conservative,29.8
59029,South Okanagan--West Kootenay,Troy,Samantha,Green Party,4.2
59030,South Surrey--White Rock,Colero,Larry,Green Party,3.4
59030,South Surrey--White Rock,Higginbotham,Judy,Liberal,41.5
59030,South Surrey--White Rock,Hobby,Pixie,NDP-New Democratic Party,10.4
59030,South Surrey--White Rock,Hu,Bonnie,Libertarian,0.5
59030,South Surrey--White Rock,Marlatt,Brian,PC Party,0.2
59030,South Surrey--White Rock,Watts,Dianne Lynn,Conservative,44
59031,Steveston--Richmond East,Chiu,Kenny,Conservative,38.5
59031,Steveston--Richmond East,Peschisolido,Joe,Liberal,45.1
59031,Steveston--Richmond East,Shaw,Laura-Leah,Green Party,3.7
59031,Steveston--Richmond East,Stewart,Scott,NDP-New Democratic Party,12.1
59031,Steveston--Richmond East,Swanston,Matthew,Libertarian,0.6
59032,Surrey Centre,Deneault,Jeremiah,Green Party,3.5
59032,Surrey Centre,Kahlon,Iqbal,Communist,0.3
59032,Surrey Centre,Pielak,Kevin,Christian Heritage Party,1.3
59032,Surrey Centre,Sandhu,Jasbir,NDP-New Democratic Party,30.1
59032,Surrey Centre,Sarai,Randeep,Liberal,45.1
59032,Surrey Centre,Thind,Sucha,Conservative,19.8
59033,Surrey--Newton,Dhaliwal,Sukh,Liberal,56
59033,Surrey--Newton,Sangha,Pamela,Green Party,2.2
59033,Surrey--Newton,Sims,Jinny,NDP-New Democratic Party,26.1
59033,Surrey--Newton,Singh,Harpreet,Conservative,15.7
59034,Vancouver Centre,Allan,Elaine,Conservative,16.9
59034,Vancouver Centre,Barnes,Constance,NDP-New Democratic Party,20
59034,Vancouver Centre,Barrett,Lisa,Green Party,5.8
59034,Vancouver Centre,Clarke,John,Libertarian,1.1
59034,Vancouver Centre,Fry,Hedy,Liberal,56.1
59034,Vancouver Centre,Hill,Michael,Marxist-Leninist,0.1
59035,Vancouver East,Jamieson,Anne,Marxist-Leninist,0.4
59035,Vancouver East,Kwan,Jenny,NDP-New Democratic Party,49.9
59035,Vancouver East,Low,James,Conservative,10.8
59035,Vancouver East,Marcus,Peter,Communist,0.9
59035,Vancouver East,Millar,D. Alex,Independent,0.4
59035,Vancouver East,Regan,Wes,Green Party,9.2
59035,Vancouver East,Vulliez,Shawn,Pirate,0.3
59035,Vancouver East,Wong,Edward,Liberal,28.2
59036,Vancouver Granville,Barkusky,Michael,Green Party,3.1
59036,Vancouver Granville,Broshko,Erinn,Conservative,26.1
59036,Vancouver Granville,Oreck,Mira,NDP-New Democratic Party,26.9
59036,Vancouver Granville,Wilson-Raybould,Jody,Liberal,43.9
59037,North Island--Powell River,Blaney,Rachel,NDP-New Democratic Party,40.2
59037,North Island--Powell River,Sayers,Brenda,Green Party,8.2
59037,North Island--Powell River,Schwarzhoff,Peter,Liberal,25.5
59037,North Island--Powell River,Smith,Laura,Conservative,26.2
59038,Vancouver Kingsway,Cariou,Kimball,Communist,1
59038,Vancouver Kingsway,Davies,Don,NDP-New Democratic Party,45.7
59038,Vancouver Kingsway,Kadioglu,Matt,Libertarian,1
59038,Vancouver Kingsway,Kou,Steven,Liberal,27.8
59038,Vancouver Kingsway,Moore,Catherine,Green Party,3.3
59038,Vancouver Kingsway,Petersen,Donna,Marxist-Leninist,0.2
59038,Vancouver Kingsway,Quimpo,Jojo,Conservative,21
59039,Vancouver Quadra,Andrews,Scott,NDP-New Democratic Party,10.9
59039,Vancouver Quadra,Boyer,Marc,Radical Marijuana,0.1
59039,Vancouver Quadra,Caron,Jean-Francois,Independent,0.1
59039,Vancouver Quadra,Constable,Kris,Green Party,4.2
59039,Vancouver Quadra,Lockhart,Blair,Conservative,25.8
59039,Vancouver Quadra,Murray,Joyce,Liberal,58.7
59039,Vancouver Quadra,Walper,Trevor Clinton,Pirate,0.2
59040,Vancouver South,Boylan,Charles,Marxist-Leninist,0.4
59040,Vancouver South,Gupta,Raj,PC Party,0.4
59040,Vancouver South,Ng,Elain,Green Party,2.6
59040,Vancouver South,Nijjar,Amandeep,NDP-New Democratic Party,14
59040,Vancouver South,Sajjan,Harjit S.,Liberal,48.8
59040,Vancouver South,Young,Wai,Conservative,33.9
59041,Victoria,Andersen,Saul,Independent,0.2
59041,Victoria,Lowe,Art,Libertarian,0.7
59041,Victoria,Rankin,Murray,NDP-New Democratic Party,42.3
59041,Victoria,Reichert,Jordan,Animal Alliance/Environment Voters,0.3
59041,Victoria,Rizzuti,John,Conservative,11.8
59041,Victoria,Roberts,Jo-Ann,Green Party,32.9
59041,Victoria,Thomas,Cheryl,Liberal,11.8
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Chapman,Carol-Lee,Marxist-Leninist,0.2
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Goldsmith-Jones,Pam,Liberal,54.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Kehler,Robin,Radical Marijuana,0.3
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Koopman,Larry,NDP-New Democratic Party,9.9
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Melamed,Ken,Green Party,8.9
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Weston,John,Conservative,26.2
60001,Yukon,Atkinson,Melissa,NDP-New Democratic Party,19.4
60001,Yukon,Bagnell,Larry,Liberal,53.7
60001,Yukon,Leef,Ryan,Conservative,24.3
60001,Yukon,de Jong,Frank,Green Party,2.6
61001,Northwest Territories,Bevington,Dennis Fraser,NDP-New Democratic Party,30.5
61001,Northwest Territories,McLeod,Michael,Liberal,48.3
61001,Northwest Territories,Moore,John,Green Party,2.8
61001,Northwest Territories,Roland,Floyd,Conservative,18.3
62001,Nunavut,Aglukkaq,Leona,Conservative,24.8
62001,Nunavut,Anawak,Jack Iyerak,NDP-New Democratic Party,26.6
62001,Nunavut,Rocchi,Spencer,Green Party,1.5
62001,Nunavut,Tootoo,Hunter,Liberal,47.1
