Electoral district number,Electoral district name,Political affiliation (2011),% Votes obtained (2011)
35093,Scarborough--Agincourt,Green Party ,2.3
35093,Scarborough--Agincourt,Other ,0.0
35094,Scarborough Centre,Conservative ,34.9
35094,Scarborough Centre,NDP-New Democratic Party ,30.7
35094,Scarborough Centre,Liberal ,31.9
35094,Scarborough Centre,Bloc Quebecois ,0.0
35094,Scarborough Centre,Green Party ,2.6
35094,Scarborough Centre,Other ,0.0
35095,Scarborough--Guildwood,Conservative ,34.7
35095,Scarborough--Guildwood,NDP-New Democratic Party ,26.7
35095,Scarborough--Guildwood,Liberal ,35.8
35095,Scarborough--Guildwood,Bloc Quebecois ,0.0
35095,Scarborough--Guildwood,Green Party ,2.2
35095,Scarborough--Guildwood,Other ,0.6
35096,Scarborough North,Conservative ,33.4
35096,Scarborough North,NDP-New Democratic Party ,35.4
35096,Scarborough North,Liberal ,28.9
35096,Scarborough North,Bloc Quebecois ,0.0
35096,Scarborough North,Green Party ,1.6
35096,Scarborough North,Other ,0.8
35097,Scarborough--Rouge Park,Conservative ,31.6
35097,Scarborough--Rouge Park,NDP-New Democratic Party ,31.0
35097,Scarborough--Rouge Park,Liberal ,34.8
35097,Scarborough--Rouge Park,Bloc Quebecois ,0.0
35097,Scarborough--Rouge Park,Green Party ,2.4
35097,Scarborough--Rouge Park,Other ,0.3
35098,Scarborough Southwest,Conservative ,31.7
35098,Scarborough Southwest,NDP-New Democratic Party ,34.9
35098,Scarborough Southwest,Liberal ,29.3
35098,Scarborough Southwest,Bloc Quebecois ,0.0
35098,Scarborough Southwest,Green Party ,4.1
35098,Scarborough Southwest,Other ,0.1
46010,Selkirk--Interlake--Eastman,Conservative ,66.5
46010,Selkirk--Interlake--Eastman,NDP-New Democratic Party ,25.1
46010,Selkirk--Interlake--Eastman,Liberal ,4.9
46010,Selkirk--Interlake--Eastman,Bloc Quebecois ,0.0
46010,Selkirk--Interlake--Eastman,Green Party ,3.5
46010,Selkirk--Interlake--Eastman,Other ,0.1
24072,Shefford,Conservative ,14.6
24072,Shefford,NDP-New Democratic Party ,51.1
24072,Shefford,Liberal ,9.0
24072,Shefford,Bloc Quebecois ,23.4
24072,Shefford,Green Party ,1.9
24072,Shefford,Other ,0.0
24073,Sherbrooke,Conservative ,9.2
24073,Sherbrooke,NDP-New Democratic Party ,43.5
24073,Sherbrooke,Liberal ,9.8
24073,Sherbrooke,Bloc Quebecois ,35.4
24073,Sherbrooke,Green Party ,1.7
24073,Sherbrooke,Other ,0.4
48032,Sherwood Park--Fort Saskatchewan,Conservative ,49.5
48032,Sherwood Park--Fort Saskatchewan,NDP-New Democratic Party ,11.2
48032,Sherwood Park--Fort Saskatchewan,Liberal ,6.5
48032,Sherwood Park--Fort Saskatchewan,Bloc Quebecois ,0.0
48032,Sherwood Park--Fort Saskatchewan,Green Party ,4.1
48032,Sherwood Park--Fort Saskatchewan,Other ,28.8
35099,Simcoe--Grey,Conservative ,48.4
35099,Simcoe--Grey,NDP-New Democratic Party ,17.4
35099,Simcoe--Grey,Liberal ,12.7
35099,Simcoe--Grey,Bloc Quebecois ,0.0
35099,Simcoe--Grey,Green Party ,5.5
35099,Simcoe--Grey,Other ,15.9
35100,Simcoe North,Conservative ,53.9
35100,Simcoe North,NDP-New Democratic Party ,20.4
35100,Simcoe North,Liberal ,19.2
35100,Simcoe North,Bloc Quebecois ,0.0
35100,Simcoe North,Green Party ,5.9
35100,Simcoe North,Other ,0.6
59028,Skeena--Bulkley Valley,Conservative ,34.6
59028,Skeena--Bulkley Valley,NDP-New Democratic Party ,55.2
59028,Skeena--Bulkley Valley,Liberal ,3.6
59028,Skeena--Bulkley Valley,Bloc Quebecois ,0.0
59028,Skeena--Bulkley Valley,Green Party ,3.2
59028,Skeena--Bulkley Valley,Other ,3.4
47013,Souris--Moose Mountain,Conservative ,72.9
47013,Souris--Moose Mountain,NDP-New Democratic Party ,18.5
47013,Souris--Moose Mountain,Liberal ,5.6
47013,Souris--Moose Mountain,Bloc Quebecois ,0.0
47013,Souris--Moose Mountain,Green Party ,3.1
47013,Souris--Moose Mountain,Other ,0.0
59029,South Okanagan--West Kootenay,Conservative ,44.8
59029,South Okanagan--West Kootenay,NDP-New Democratic Party ,39.4
59029,South Okanagan--West Kootenay,Liberal ,7.1
59029,South Okanagan--West Kootenay,Bloc Quebecois ,0.0
59029,South Okanagan--West Kootenay,Green Party ,8.1
59029,South Okanagan--West Kootenay,Other ,0.6
12009,South Shore--St. Margarets,Conservative ,42.0
12009,South Shore--St. Margarets,NDP-New Democratic Party ,36.1
12009,South Shore--St. Margarets,Liberal ,18.0
12009,South Shore--St. Margarets,Bloc Quebecois ,0.0
12009,South Shore--St. Margarets,Green Party ,4.0
12009,South Shore--St. Margarets,Other ,0.0
59030,South Surrey--White Rock,Conservative ,52.9
59030,South Surrey--White Rock,NDP-New Democratic Party ,19.2
59030,South Surrey--White Rock,Liberal ,19.1
59030,South Surrey--White Rock,Bloc Quebecois ,0.0
59030,South Surrey--White Rock,Green Party ,5.9
59030,South Surrey--White Rock,Other ,3.0
35101,Spadina--Fort York,Conservative ,20.9
35101,Spadina--Fort York,NDP-New Democratic Party ,49.6
35101,Spadina--Fort York,Liberal ,24.4
35101,Spadina--Fort York,Bloc Quebecois ,0.0
35101,Spadina--Fort York,Green Party ,4.2
35101,Spadina--Fort York,Other ,0.9
48031,St. Albert--Edmonton,Conservative ,64.5
48031,St. Albert--Edmonton,NDP-New Democratic Party ,20.1
48031,St. Albert--Edmonton,Liberal ,10.8
48031,St. Albert--Edmonton,Bloc Quebecois ,0.0
48031,St. Albert--Edmonton,Green Party ,4.6
48031,St. Albert--Edmonton,Other ,0.0
35089,St. Catharines,Conservative ,50.7
35089,St. Catharines,NDP-New Democratic Party ,23.9
35089,St. Catharines,Liberal ,20.7
35089,St. Catharines,Bloc Quebecois ,0.0
35089,St. Catharines,Green Party ,3.8
35089,St. Catharines,Other ,0.9
10006,St. John's East,Conservative ,20.5
10006,St. John's East,NDP-New Democratic Party ,70.7
10006,St. John's East,Liberal ,7.8
10006,St. John's East,Bloc Quebecois ,0.0
10006,St. John's East,Green Party ,1.1
10006,St. John's East,Other ,0.0
10007,St. John's South--Mount Pearl,Conservative ,24.2
10007,St. John's South--Mount Pearl,NDP-New Democratic Party ,46.3
10007,St. John's South--Mount Pearl,Liberal ,28.7
10007,St. John's South--Mount Pearl,Bloc Quebecois ,0.0
10007,St. John's South--Mount Pearl,Green Party ,0.7
10007,St. John's South--Mount Pearl,Other ,0.0
59031,Steveston--Richmond East,Conservative ,53.9
59031,Steveston--Richmond East,NDP-New Democratic Party ,22.8
59031,Steveston--Richmond East,Liberal ,18.6
59031,Steveston--Richmond East,Bloc Quebecois ,0.0
59031,Steveston--Richmond East,Green Party ,4.1
59031,Steveston--Richmond East,Other ,0.5
35102,Stormont--Dundas--South Glengarry,Conservative ,62.1
35102,Stormont--Dundas--South Glengarry,NDP-New Democratic Party ,17.5
35102,Stormont--Dundas--South Glengarry,Liberal ,17.9
35102,Stormont--Dundas--South Glengarry,Bloc Quebecois ,0.0
35102,Stormont--Dundas--South Glengarry,Green Party ,2.2
35102,Stormont--Dundas--South Glengarry,Other ,0.3
48033,Sturgeon River--Parkland,Conservative ,77.5
48033,Sturgeon River--Parkland,NDP-New Democratic Party ,13.0
48033,Sturgeon River--Parkland,Liberal ,5.5
48033,Sturgeon River--Parkland,Bloc Quebecois ,0.0
48033,Sturgeon River--Parkland,Green Party ,4.0
48033,Sturgeon River--Parkland,Other ,0.1
35103,Sudbury,Conservative ,28.3
35103,Sudbury,NDP-New Democratic Party ,49.9
35103,Sudbury,Liberal ,18.0
35103,Sudbury,Bloc Quebecois ,0.0
35103,Sudbury,Green Party ,3.0
35103,Sudbury,Other ,0.8
59032,Surrey Centre,Conservative ,35.7
59032,Surrey Centre,NDP-New Democratic Party ,40.0
59032,Surrey Centre,Liberal ,17.8
59032,Surrey Centre,Bloc Quebecois ,0.0
59032,Surrey Centre,Green Party ,3.6
59032,Surrey Centre,Other ,2.9
59033,Surrey--Newton,Conservative ,27.4
59033,Surrey--Newton,NDP-New Democratic Party ,35.3
59033,Surrey--Newton,Liberal ,34.1
59033,Surrey--Newton,Bloc Quebecois ,0.0
59033,Surrey--Newton,Green Party ,2.6
59033,Surrey--Newton,Other ,0.6
12010,Sydney--Victoria,Conservative ,37.8
12010,Sydney--Victoria,NDP-New Democratic Party ,19.0
12010,Sydney--Victoria,Liberal ,39.9
12010,Sydney--Victoria,Bloc Quebecois ,0.0
12010,Sydney--Victoria,Green Party ,3.2
12010,Sydney--Victoria,Other ,0.0
24075,Terrebonne,Conservative ,8.1
24075,Terrebonne,NDP-New Democratic Party ,51.5
24075,Terrebonne,Liberal ,6.9
24075,Terrebonne,Bloc Quebecois ,30.8
24075,Terrebonne,Green Party ,2.7
24075,Terrebonne,Other ,0.0
24013,Therese-De Blainville,Conservative ,9.8
24013,Therese-De Blainville,NDP-New Democratic Party ,50.0
24013,Therese-De Blainville,Liberal ,10.3
24013,Therese-De Blainville,Bloc Quebecois ,27.8
24013,Therese-De Blainville,Green Party ,2.1
24013,Therese-De Blainville,Other ,0.0
35104,Thornhill,Conservative ,63.2
35104,Thornhill,NDP-New Democratic Party ,11.5
35104,Thornhill,Liberal ,22.5
35104,Thornhill,Bloc Quebecois ,0.0
35104,Thornhill,Green Party ,2.5
35104,Thornhill,Other ,0.3
35105,Thunder Bay--Rainy River,Conservative ,27.2
35105,Thunder Bay--Rainy River,NDP-New Democratic Party ,48.6
35105,Thunder Bay--Rainy River,Liberal ,21.7
35105,Thunder Bay--Rainy River,Bloc Quebecois ,0.0
35105,Thunder Bay--Rainy River,Green Party ,2.4
35105,Thunder Bay--Rainy River,Other ,0.0
35106,Thunder Bay--Superior North,Conservative ,29.6
35106,Thunder Bay--Superior North,NDP-New Democratic Party ,50.2
35106,Thunder Bay--Superior North,Liberal ,16.5
35106,Thunder Bay--Superior North,Bloc Quebecois ,0.0
35106,Thunder Bay--Superior North,Green Party ,3.0
35106,Thunder Bay--Superior North,Other ,0.7
35107,Timmins--James Bay,Conservative ,31.9
35107,Timmins--James Bay,NDP-New Democratic Party ,49.9
35107,Timmins--James Bay,Liberal ,16.0
35107,Timmins--James Bay,Bloc Quebecois ,0.0
35107,Timmins--James Bay,Green Party ,2.2
35107,Timmins--James Bay,Other ,0.0
13010,Tobique--Mactaquac,Conservative ,62.1
13010,Tobique--Mactaquac,NDP-New Democratic Party ,19.1
13010,Tobique--Mactaquac,Liberal ,16.2
13010,Tobique--Mactaquac,Bloc Quebecois ,0.0
13010,Tobique--Mactaquac,Green Party ,2.5
13010,Tobique--Mactaquac,Other ,0.0
35108,Toronto Centre,Conservative ,17.3
35108,Toronto Centre,NDP-New Democratic Party ,36.5
35108,Toronto Centre,Liberal ,39.7
35108,Toronto Centre,Bloc Quebecois ,0.0
35108,Toronto Centre,Green Party ,5.2
35108,Toronto Centre,Other ,1.3
35109,Toronto--Danforth,Conservative ,14.3
35109,Toronto--Danforth,NDP-New Democratic Party ,60.8
35109,Toronto--Danforth,Liberal ,17.6
35109,Toronto--Danforth,Bloc Quebecois ,0.0
35109,Toronto--Danforth,Green Party ,6.5
35109,Toronto--Danforth,Other ,0.8
35090,Toronto--St. Paul's,Conservative ,32.4
35090,Toronto--St. Paul's,NDP-New Democratic Party ,22.6
35090,Toronto--St. Paul's,Liberal ,39.9
35090,Toronto--St. Paul's,Bloc Quebecois ,0.0
35090,Toronto--St. Paul's,Green Party ,4.5
35090,Toronto--St. Paul's,Other ,0.5
24076,Trois-Rivieres,Conservative ,13.1
24076,Trois-Rivieres,NDP-New Democratic Party ,49.7
24076,Trois-Rivieres,Liberal ,10.0
24076,Trois-Rivieres,Bloc Quebecois ,24.2
24076,Trois-Rivieres,Green Party ,1.9
24076,Trois-Rivieres,Other ,1.0
35110,University--Rosedale,Conservative ,20.1
35110,University--Rosedale,NDP-New Democratic Party ,43.8
35110,University--Rosedale,Liberal ,30.6
35110,University--Rosedale,Bloc Quebecois ,0.0
35110,University--Rosedale,Green Party ,4.7
35110,University--Rosedale,Other ,0.8
59034,Vancouver Centre,Conservative ,26.1
59034,Vancouver Centre,NDP-New Democratic Party ,26.3
59034,Vancouver Centre,Liberal ,31.0
59034,Vancouver Centre,Bloc Quebecois ,0.0
59034,Vancouver Centre,Green Party ,15.1
59034,Vancouver Centre,Other ,1.5
59035,Vancouver East,Conservative ,18.9
59035,Vancouver East,NDP-New Democratic Party ,62.8
59035,Vancouver East,Liberal ,9.9
59035,Vancouver East,Bloc Quebecois ,0.0
59035,Vancouver East,Green Party ,7.6
59035,Vancouver East,Other ,0.7
59036,Vancouver Granville,Conservative ,35.4
59036,Vancouver Granville,NDP-New Democratic Party ,24.5
59036,Vancouver Granville,Liberal ,30.1
59036,Vancouver Granville,Bloc Quebecois ,0.0
59036,Vancouver Granville,Green Party ,9.2
59036,Vancouver Granville,Other ,0.9
59038,Vancouver Kingsway,Conservative ,27.8
59038,Vancouver Kingsway,NDP-New Democratic Party ,51.3
59038,Vancouver Kingsway,Liberal ,16.2
59038,Vancouver Kingsway,Bloc Quebecois ,0.0
59038,Vancouver Kingsway,Green Party ,3.5
59038,Vancouver Kingsway,Other ,1.2
59039,Vancouver Quadra,Conservative ,36.4
59039,Vancouver Quadra,NDP-New Democratic Party ,14.4
59039,Vancouver Quadra,Liberal ,43.5
59039,Vancouver Quadra,Bloc Quebecois ,0.0
59039,Vancouver Quadra,Green Party ,5.6
59039,Vancouver Quadra,Other ,0.0
59040,Vancouver South,Conservative ,42.4
59040,Vancouver South,NDP-New Democratic Party ,21.1
59040,Vancouver South,Liberal ,33.8
59040,Vancouver South,Bloc Quebecois ,0.0
59040,Vancouver South,Green Party ,2.2
59040,Vancouver South,Other ,0.6
24074,Vaudreuil--Soulanges,Conservative ,17.6
24074,Vaudreuil--Soulanges,NDP-New Democratic Party ,43.5
24074,Vaudreuil--Soulanges,Liberal ,12.4
24074,Vaudreuil--Soulanges,Bloc Quebecois ,23.7
24074,Vaudreuil--Soulanges,Green Party ,2.8
24074,Vaudreuil--Soulanges,Other ,0.0
35111,Vaughan--Woodbridge,Conservative ,56.6
35111,Vaughan--Woodbridge,NDP-New Democratic Party ,10.7
35111,Vaughan--Woodbridge,Liberal ,30.7
35111,Vaughan--Woodbridge,Bloc Quebecois ,0.0
35111,Vaughan--Woodbridge,Green Party ,2.0
35111,Vaughan--Woodbridge,Other ,0.0
59041,Victoria,Conservative ,23.6
59041,Victoria,NDP-New Democratic Party ,50.8
59041,Victoria,Liberal ,14.0
59041,Victoria,Bloc Quebecois ,0.0
59041,Victoria,Green Party ,11.6
59041,Victoria,Other ,0.0
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,Conservative ,11.9
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,NDP-New Democratic Party ,41.5
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,Liberal ,27.5
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,Bloc Quebecois ,16.0
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,Green Party ,2.8
24077,Ville-Marie--Le Sud-Ouest--•À_le-des-Soeurs,Other ,0.3
24078,Vimy,Conservative ,12.8
24078,Vimy,NDP-New Democratic Party ,42.7
24078,Vimy,Liberal ,20.4
24078,Vimy,Bloc Quebecois ,21.7
24078,Vimy,Green Party ,1.9
24078,Vimy,Other ,0.5
35112,Waterloo,Conservative ,41.4
35112,Waterloo,NDP-New Democratic Party ,14.9
35112,Waterloo,Liberal ,38.3
35112,Waterloo,Bloc Quebecois ,0.0
35112,Waterloo,Green Party ,4.7
35112,Waterloo,Other ,0.7
35113,Wellington--Halton Hills,Conservative ,63.7
35113,Wellington--Halton Hills,NDP-New Democratic Party ,13.0
35113,Wellington--Halton Hills,Liberal ,16.4
35113,Wellington--Halton Hills,Bloc Quebecois ,0.0
35113,Wellington--Halton Hills,Green Party ,6.4
35113,Wellington--Halton Hills,Other ,0.6
12011,West Nova,Conservative ,47.0
12011,West Nova,NDP-New Democratic Party ,13.1
12011,West Nova,Liberal ,36.4
12011,West Nova,Bloc Quebecois ,0.0
12011,West Nova,Green Party ,3.5
12011,West Nova,Other ,0.0
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative ,45.8
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,NDP-New Democratic Party ,21.5
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal ,23.8
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Bloc Quebecois ,0.0
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party ,7.6
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,Other ,1.3
35114,Whitby,Conservative ,58.8
35114,Whitby,NDP-New Democratic Party ,21.4
35114,Whitby,Liberal ,14.5
35114,Whitby,Bloc Quebecois ,0.0
35114,Whitby,Green Party ,5.0
35114,Whitby,Other ,0.3
35115,Willowdale,Conservative ,41.5
35115,Willowdale,NDP-New Democratic Party ,18.9
35115,Willowdale,Liberal ,39.2
35115,Willowdale,Bloc Quebecois ,0.0
35115,Willowdale,Green Party ,0.4
35115,Willowdale,Other ,0.0
35116,Windsor--Tecumseh,Conservative ,33.6
35116,Windsor--Tecumseh,NDP-New Democratic Party ,49.9
35116,Windsor--Tecumseh,Liberal ,12.9
35116,Windsor--Tecumseh,Bloc Quebecois ,0.0
35116,Windsor--Tecumseh,Green Party ,3.0
35116,Windsor--Tecumseh,Other ,0.5
35117,Windsor West,Conservative ,31.6
35117,Windsor West,NDP-New Democratic Party ,54.3
35117,Windsor West,Liberal ,10.9
35117,Windsor West,Bloc Quebecois ,0.0
35117,Windsor West,Green Party ,2.8
35117,Windsor West,Other ,0.4
46011,Winnipeg Centre,Conservative ,27.6
46011,Winnipeg Centre,NDP-New Democratic Party ,53.7
46011,Winnipeg Centre,Liberal ,11.1
46011,Winnipeg Centre,Bloc Quebecois ,0.0
46011,Winnipeg Centre,Green Party ,7.1
46011,Winnipeg Centre,Other ,0.6
46012,Winnipeg North,Conservative ,27.4
46012,Winnipeg North,NDP-New Democratic Party ,35.4
46012,Winnipeg North,Liberal ,35.0
46012,Winnipeg North,Bloc Quebecois ,0.0
46012,Winnipeg North,Green Party ,1.8
46012,Winnipeg North,Other ,0.5
46013,Winnipeg South,Conservative ,51.7
46013,Winnipeg South,NDP-New Democratic Party ,14.1
46013,Winnipeg South,Liberal ,32.0
46013,Winnipeg South,Bloc Quebecois ,0.0
46013,Winnipeg South,Green Party ,2.1
46013,Winnipeg South,Other ,0.0
46014,Winnipeg South Centre,Conservative ,41.2
46014,Winnipeg South Centre,NDP-New Democratic Party ,18.3
46014,Winnipeg South Centre,Liberal ,36.6
46014,Winnipeg South Centre,Bloc Quebecois ,0.0
46014,Winnipeg South Centre,Green Party ,3.2
46014,Winnipeg South Centre,Other ,0.7
48034,Yellowhead,Conservative ,78.1
48034,Yellowhead,NDP-New Democratic Party ,12.9
48034,Yellowhead,Liberal ,2.9
48034,Yellowhead,Bloc Quebecois ,0.0
48034,Yellowhead,Green Party ,5.3
48034,Yellowhead,Other ,0.8
35118,York Centre,Conservative ,48.5
35118,York Centre,NDP-New Democratic Party ,15.9
35118,York Centre,Liberal ,33.2
35118,York Centre,Bloc Quebecois ,0.0
35118,York Centre,Green Party ,2.3
35118,York Centre,Other ,0.0
35119,York--Simcoe,Conservative ,63.7
35119,York--Simcoe,NDP-New Democratic Party ,18.6
35119,York--Simcoe,Liberal ,11.3
35119,York--Simcoe,Bloc Quebecois ,0.0
35119,York--Simcoe,Green Party ,5.4
35119,York--Simcoe,Other ,1.1
35120,York South--Weston,Conservative ,24.3
35120,York South--Weston,NDP-New Democratic Party ,40.1
35120,York South--Weston,Liberal ,32.8
35120,York South--Weston,Bloc Quebecois ,0.0
35120,York South--Weston,Green Party ,2.8
35120,York South--Weston,Other ,0.0
47014,Yorkton--Melville,Conservative ,68.9
47014,Yorkton--Melville,NDP-New Democratic Party ,22.0
47014,Yorkton--Melville,Liberal ,6.6
47014,Yorkton--Melville,Bloc Quebecois ,0.0
47014,Yorkton--Melville,Green Party ,2.4
47014,Yorkton--Melville,Other ,0.2
60001,Yukon,Conservative ,33.8
60001,Yukon,NDP-New Democratic Party ,14.4
60001,Yukon,Liberal ,32.9
60001,Yukon,Bloc Quebecois ,0.0
60001,Yukon,Green Party ,18.9
60001,Yukon,Other ,0.0
