Geo_Code,FED_Name,TotPopPrivateHouseholdsByReligion,TotBuddhist,TotChristian,TotAnglican,TotBaptist,TotCatholic,TotChristianOrthodox,TotLutheran,TotPentecostal,TotPresbyterian,TotUnitedChurch,TotOtherChristian,TotHindu,TotJewish,TotMuslim,TotSikh,TotAboriginal,TotOther,TotNoReligiousAffiliation,MaleTotPopPrivateHouseholdsByReligion,MaleBuddhist,MaleChristian,MaleAnglican,MaleBaptist,MaleCatholic,MaleChristianOrthodox,MaleLutheran,MalePentecostal,MalePresbyterian,MaleUnitedChurch,MaleOtherChristian,MaleHindu,MaleJewish,MaleMuslim,MaleSikh,MaleAboriginal,MaleOther,MaleNoReligiousAffiliation,FemaleTotPopPrivateHouseholdsByReligion,FemaleBuddhist,FemaleChristian,FemaleAnglican,FemaleBaptist,FemaleCatholic,FemaleChristianOrthodox,FemaleLutheran,FemalePentecostal,FemalePresbyterian,FemaleUnitedChurch,FemaleOtherChristian,FemaleHindu,FemaleJewish,FemaleMuslim,FemaleSikh,FemaleAboriginal,FemaleOther,FemaleNoReligiousAffiliation
35062,Mississauga--Malton,117125,3580,57445,2030,1655,37045,2610,450,2920,915,1005,8825,14950,165,15250,13520,35,515,11660,57770,1750,27305,985,840,17605,1335,225,1195,425,500,4195,7485,85,7590,6980,0,235,6335,59350,1825,30150,1045,815,19440,1280,230,1725,490,500,4630,7465,80,7660,6540,20,285,5335
35063,Mississauga--Streetsville,118545,1845,76410,5435,1990,44920,3285,595,2435,2095,4900,10760,7140,250,11080,2880,0,440,18505,58350,890,36300,2545,950,21720,1700,210,1120,980,2215,4860,3555,160,5815,1355,0,255,10020,60190,950,40110,2890,1040,23195,1585,385,1315,1120,2690,5895,3585,85,5260,1530,0,185,8485
35064,Nepean,103515,1885,66245,6115,1340,37615,2505,1150,1475,1850,6725,7470,2980,1920,6480,1080,40,400,22480,50780,840,31200,2875,610,17975,1140,490,655,870,3050,3535,1495,1000,3475,540,0,200,12015,52730,1045,35050,3245,725,19640,1360,660,820,975,3675,3935,1485,925,3005,540,0,195,10465
35065,Newmarket--Aurora,108410,2840,71805,8385,1760,32415,3745,1035,1890,2970,9080,10525,1565,1305,2680,55,0,435,27715,52780,1435,33550,3830,775,15570,1875,445,920,1345,4020,4765,745,640,1370,40,0,205,14795,55635,1410,38260,4560,985,16850,1875,590,965,1625,5060,5755,820,665,1310,20,0,230,12925
35066,Niagara Centre,103875,255,79575,8865,2025,41965,535,1830,1340,3405,7535,12070,230,190,725,0,0,235,22600,50835,125,37580,4195,1025,20030,300,870,620,1520,3290,5735,125,105,375,0,0,120,12370,53035,135,41990,4675,1000,21935,235,960,715,1880,4250,6335,100,90,350,0,0,120,10235
35067,Niagara Falls,125380,605,93080,11555,1960,44500,2280,2790,2005,4235,9105,14650,365,415,1320,115,100,340,29040,60740,305,43240,5220,810,20835,1065,1175,870,2065,4185,7025,195,155,650,50,55,145,15940,64645,305,49840,6335,1150,23665,1220,1620,1135,2170,4920,7625,165,260,670,70,45,195,13095
35068,Niagara West,85025,130,64855,7865,1245,22405,930,1260,835,2515,9440,18345,165,110,270,50,20,180,19245,42105,60,31310,3660,605,11010,485,565,405,1175,4375,9025,85,35,140,20,0,75,10385,42915,75,33540,4210,640,11400,440,695,430,1345,5070,9320,80,75,130,30,0,105,8860
35069,Nickel Belt,89965,115,76785,3300,980,60370,255,1295,830,700,4985,4070,70,20,195,0,115,115,12525,45030,75,37675,1655,530,29925,110,575,335,305,2235,2015,30,0,105,0,50,60,7005,44935,40,39110,1645,455,30445,145,720,500,390,2755,2060,40,0,90,0,70,55,5520
35070,Nipissing--Timiskaming,89335,135,66500,5335,1115,38270,165,710,1130,1495,9350,8925,120,110,190,45,235,150,21845,43680,70,31695,2655,500,18240,85,320,540,715,4445,4210,80,70,110,25,105,35,11500,45655,65,34805,2680,615,20030,85,395,595,785,4910,4715,45,40,85,25,140,120,10345
35071,Northumberland--Peterborough South,104785,140,74665,13415,2945,20290,480,1225,1690,4165,21030,9430,135,180,325,0,80,375,28870,51350,65,34760,6165,1365,9605,230,635,720,2020,9625,4410,70,100,175,0,30,170,15975,53440,80,39905,7255,1580,10690,250,590,970,2150,11405,5020,60,80,155,0,50,205,12895
35072,Oakville,118340,860,82775,10200,2080,42195,3555,1460,1075,3370,9900,8935,2160,635,3785,1380,0,560,26165,57235,360,38825,4695,995,20150,1790,620,495,1570,4470,4030,1045,305,1835,640,0,195,14010,61105,495,43950,5505,1080,22045,1770,840,580,1800,5430,4900,1115,330,1945,740,0,365,12155
35073,Oakville North--Burlington,113115,805,79240,7260,1480,45040,4275,1180,1650,3280,7160,7915,2645,490,5195,2350,0,345,22035,55135,345,37650,3335,690,21370,2110,595,780,1545,3390,3850,1360,215,2590,1105,0,135,11735,57980,465,41590,3925,790,23675,2165,585,870,1740,3770,4065,1290,275,2605,1245,0,210,10305
35074,Oshawa,124040,565,84260,9500,3295,35725,1435,905,3430,3095,14055,12830,450,355,1270,120,35,480,36505,60400,270,38920,4165,1360,16980,715,450,1555,1465,6205,6035,250,170,610,70,0,155,19925,63645,300,45340,5335,1935,18745,720,455,1875,1630,7850,6795,195,180,660,55,15,330,16580
35075,Ottawa Centre,109750,1835,59945,7095,885,32315,2105,1105,640,1545,6415,7845,1020,2525,4480,160,115,1035,38640,53430,825,27325,3105,360,14885,860,515,315,795,2910,3580,630,1210,2410,105,55,445,20420,56325,1005,32625,3990,525,17430,1245,595,320,750,3510,4265,385,1310,2075,60,60,585,18220
35076,Orleans,117980,735,89375,6360,1615,61795,1505,990,1805,1295,6530,7480,1360,330,5655,325,30,345,19830,57305,305,42335,3205,705,29495,720,495,770,625,3025,3290,645,205,2870,155,0,130,10635,60675,420,47040,3155,905,32300,780,500,1030,675,3505,4190,715,120,2785,165,20,215,9190
35077,Ottawa South,120395,1830,72585,6370,1350,42370,3665,1175,1755,1370,5320,9210,1700,1465,18385,285,25,585,23535,57665,860,32725,2700,525,19445,1685,525,725,635,2345,4145,890,820,8885,195,0,240,13040,62730,970,39860,3665,820,22930,1985,650,1030,735,2975,5065,805,645,9500,90,0,345,10495
35078,Ottawa--Vanier,107155,925,70905,4820,1140,48000,1625,885,1075,985,3655,8725,755,825,8315,420,50,840,24115,51060,475,31930,2175,505,21505,755,460,370,430,1670,4055,410,420,4185,230,20,335,13065,56095,455,38975,2650,635,26495,870,425,700,555,1980,4670,350,405,4130,190,30,510,11050
35079,Ottawa West--Nepean,109325,2085,66280,6645,1500,36555,2590,1120,1145,1850,6635,8230,1535,2705,8935,375,35,1195,26180,52395,1005,29720,2795,610,16740,1145,470,515,865,2920,3665,820,1340,4510,250,0,485,14250,56925,1075,36555,3855,890,19810,1445,650,635,985,3720,4560,710,1365,4425,125,25,705,11930
35080,Oxford,106965,270,76785,8610,5085,20465,325,2030,1515,4560,18390,15805,120,55,295,90,0,315,29040,53125,145,36765,3975,2275,10325,175,920,670,2075,8520,7835,50,25,170,60,0,125,15795,53845,125,40025,4640,2810,10140,155,1110,840,2490,9870,7970,75,35,125,0,0,190,13245
35081,Parkdale--High Park,102500,4325,55850,4435,1165,30340,4720,1095,470,1520,3990,8120,2140,1120,3160,215,70,650,34970,49225,2130,25315,2000,590,13855,2075,520,165,720,1710,3670,1110,570,1560,90,0,205,18240,53275,2195,30535,2430,575,16485,2640,575,300,800,2275,4450,1025,555,1605,125,55,445,16730
35082,Parry Sound--Muskoka,88445,150,59330,11095,3045,13690,225,1095,1815,3605,15190,9570,55,225,45,0,350,690,27600,43835,40,27995,5200,1400,6455,150,425,840,1705,7145,4670,20,110,10,0,125,230,15305,44615,110,31340,5900,1645,7230,80,670,970,1895,8045,4905,35,115,35,0,230,460,12295
35083,Perth--Wellington,102760,190,81440,5895,2170,19075,240,7695,1290,8910,16035,20125,75,85,160,100,0,335,20380,50760,85,38975,2795,1035,9195,150,3515,570,4095,7585,10045,35,45,75,60,0,135,11335,52000,105,42465,3100,1140,9880,95,4185,720,4820,8445,10080,30,35,85,40,0,200,9045
35084,Peterborough--Kawartha,112670,435,77360,11225,2180,26810,240,765,2595,3220,18885,11445,240,425,625,50,120,915,32490,54550,215,35875,5045,965,12780,135,330,1100,1340,8850,5335,135,160,350,25,60,375,17360,58115,225,41485,6175,1220,14030,105,435,1500,1880,10035,6115,110,265,280,25,60,540,15125
35085,Pickering--Uxbridge,108335,315,71970,8545,2620,30645,3400,970,2575,3410,8830,10980,3405,335,5320,715,0,300,25970,52935,150,34135,3945,1295,14620,1675,420,1055,1590,4215,5325,1525,190,2755,295,0,150,13730,55400,165,37835,4595,1325,16025,1725,545,1515,1820,4615,5650,1880,145,2565,420,0,155,12240
35086,Renfrew--Nipissing--Pembroke,99770,165,79320,7360,1985,40415,195,6750,2090,2710,10455,7365,70,195,150,55,60,245,19510,49940,80,38505,3345,940,20190,120,3060,940,1415,4960,3545,35,100,85,30,25,95,10985,49830,80,40815,4015,1045,20225,75,3695,1150,1295,5500,3820,25,95,65,30,35,145,8530
35087,Richmond Hill,108130,3260,52645,3025,1665,25475,6440,565,745,2045,3145,9535,2030,5605,11725,695,0,920,31250,52290,1480,24225,1355,675,11900,3140,280,345,950,1345,4240,1055,2750,5670,390,0,430,16280,55845,1780,28420,1670,995,13575,3300,285,400,1090,1800,5295,970,2850,6060,305,0,490,14970
35088,Carleton,88770,555,67460,9210,1065,35030,1300,1105,870,2090,9315,7470,730,240,1845,135,0,265,17535,44175,245,32560,4415,610,16940,645,500,420,1035,4245,3740,335,120,1000,60,0,120,9740,44600,305,34900,4800,450,18090,655,610,450,1055,5070,3725,395,115,845,80,0,150,7795
35089,St. Catharines,108535,635,77690,10190,2055,33935,1505,1625,2090,3965,8150,14175,245,360,2060,40,15,400,27090,51610,275,35445,4485,890,15845,770,790,965,1690,3475,6540,105,225,1060,15,0,145,14330,56925,355,42240,5705,1165,18085,735,835,1125,2275,4670,7635,140,140,1005,20,0,255,12755
35090,Toronto--St. Paul's,101370,1185,53320,6190,1020,27145,4190,860,1020,1495,3830,7570,1435,14950,2525,75,45,740,27090,46270,545,22520,2750,365,11325,1910,365,385,570,1665,3190,680,7255,1305,0,0,310,13630,55095,645,30800,3440,660,15825,2280,495,630,925,2170,4380,760,7690,1225,65,35,430,13455
35091,Sarnia--Lambton,104485,235,73410,7570,3440,28500,620,1090,1790,4750,14820,10835,455,185,560,170,160,325,28985,50940,85,34185,3360,1490,13595,285,490,750,2190,6990,5035,235,125,295,100,50,155,15705,53550,150,39225,4210,1945,14910,335,595,1035,2555,7830,5800,215,60,270,70,105,170,13280
35092,Sault Ste. Marie,80485,25,59425,5240,1435,32140,230,2155,1255,1430,8035,7510,165,190,140,0,310,235,19995,39240,0,27790,2275,645,15295,115,1075,520,625,3655,3585,90,130,105,0,150,85,10885,41240,15,31635,2960,785,16845,120,1075,735,805,4385,3930,75,60,35,0,160,150,9110
35093,Scarborough--Agincourt,103315,5750,44110,2355,2020,18615,5470,310,1535,1080,1770,10960,8145,145,6765,355,0,330,37715,49105,2500,19510,970,715,8480,2725,115,605,435,780,4695,4000,75,3440,135,0,145,19305,54210,3250,24595,1390,1305,10135,2745,195,930,645,995,6265,4140,75,3325,225,0,185,18410
35094,Scarborough Centre,107310,1865,60065,4065,2445,27880,7285,740,2460,1350,2920,10915,14170,185,12815,335,0,285,17585,51655,755,27660,1755,1145,13000,3695,325,930,530,1325,4955,7085,95,6410,165,0,170,9320,55655,1110,32405,2315,1305,14885,3585,410,1530,815,1595,5960,7085,90,6400,170,0,115,8270
35095,Scarborough--Guildwood,100490,1175,52890,3685,2020,23700,3285,485,3065,1840,2825,11980,16320,155,14890,875,155,415,13610,48585,490,23895,1595,825,11040,1575,235,1215,775,1175,5475,8390,80,7655,485,70,210,7315,51900,685,28995,2090,1195,12655,1720,255,1850,1065,1655,6510,7930,80,7235,380,90,210,6290
35096,Scarborough North,100175,6475,37400,2120,1890,18395,1445,245,1825,950,1275,9260,14570,65,7345,685,0,255,33390,48590,2845,17585,970,840,8625,720,115,800,430,580,4510,7100,40,3615,365,0,165,16875,51590,3635,19815,1150,1050,9770,720,125,1030,520,695,4750,7465,25,3725,315,0,90,16515
35097,Scarborough--Rouge Park,102130,980,56620,4710,1990,27705,2345,810,3475,2025,2480,11075,19025,75,9595,1300,0,350,14180,49365,445,26130,2145,880,12915,1210,345,1485,1000,1010,5135,9460,45,4800,660,0,135,7695,52765,540,30485,2570,1110,14790,1135,470,1985,1020,1465,5940,9560,30,4790,640,0,220,6485
35098,Scarborough Southwest,104600,1605,58510,5425,1550,27795,4425,780,1600,1655,3785,11490,7620,310,12810,220,0,570,22935,50375,760,26775,2575,695,12725,2195,315,560,740,1605,5375,3820,165,6495,120,0,230,12000,54225,845,31735,2855,855,15070,2225,470,1045,915,2180,6115,3800,145,6320,95,0,335,10935
35099,Simcoe--Grey,114025,265,81605,11195,2660,29215,530,1645,1640,8155,16600,9955,125,255,120,25,15,365,31245,56185,155,38590,5215,1170,14140,270,705,725,3655,7875,4835,50,130,50,0,0,150,17055,57840,110,43010,5975,1495,15080,265,935,920,4500,8725,5125,85,130,75,0,0,215,14195
35100,Simcoe North,105900,60,75820,10605,3095,31085,605,1300,1120,5455,12985,9570,85,330,250,200,315,365,28470,51855,30,35695,4710,1320,15265,300,590,520,2475,5990,4525,40,150,135,125,170,130,15385,54045,35,40125,5900,1775,15820,300,710,605,2980,6990,5045,45,180,115,80,150,230,13080
35101,Spadina--Fort York,81275,2955,37080,3065,685,20385,2210,465,445,1095,2140,6585,1940,1920,4165,375,0,510,32295,40510,1185,17310,1365,310,9670,1020,240,205,510,885,3110,995,925,2255,175,0,230,17385,40765,1770,19765,1700,375,10720,1190,225,235,585,1250,3470,940,995,1915,200,0,275,14910
35102,Stormont--Dundas--South Glengarry,98700,185,82920,5875,1050,50465,370,1460,1310,4345,10985,7065,700,145,1225,0,95,330,13105,48195,90,39680,2870,450,24470,235,635,710,2145,4810,3350,360,100,625,0,45,140,7155,50505,100,43235,3000,600,26000,130,820,600,2205,6175,3715,340,45,595,0,50,190,5955
35103,Sudbury,90020,185,69735,4015,1300,48690,680,1915,1245,1045,5685,5160,270,95,455,55,285,335,18610,43350,120,32190,1885,620,22690,385,915,555,520,2590,2030,155,65,265,30,185,160,10180,46665,65,37545,2130,680,26005,300,995,685,525,3095,3130,115,30,185,25,95,175,8430
35104,Thornhill,109680,2230,41090,1780,870,20635,6850,540,470,2205,1595,6145,3740,40710,4665,590,25,515,16110,53080,1015,19015,810,390,9740,3225,225,190,1035,680,2715,1975,19900,2185,300,10,280,8395,56600,1210,22070,970,480,10895,3620,310,275,1165,925,3430,1765,20810,2485,290,10,235,7720
35105,Thunder Bay--Rainy River,81655,135,57795,5660,2000,26870,790,4055,500,2270,8475,7175,40,45,115,0,1050,295,22175,40185,50,27150,2815,940,12785,425,1780,250,1050,3635,3465,25,0,60,0,465,125,12275,41475,80,30645,2845,1060,14090,365,2280,245,1220,4835,3710,20,0,55,0,590,170,9895
35106,Thunder Bay--Superior North,81220,105,58815,6110,1025,30960,420,5635,945,1455,6615,5645,90,125,345,60,295,275,21110,40285,35,27995,2815,465,15070,235,2570,390,655,3025,2775,45,70,190,30,145,135,11630,40930,70,30815,3300,565,15885,185,3070,550,800,3590,2870,40,55,155,25,145,140,9480
35107,Timmins--James Bay,80230,60,63720,5570,1170,43365,90,815,1785,1085,5070,4790,60,125,145,0,445,155,15525,40530,25,31365,2750,515,21575,60,370,895,545,2270,2390,25,70,70,0,195,80,8685,39700,30,32355,2820,655,21790,30,440,880,550,2795,2405,30,50,75,0,245,70,6840
35108,Toronto Centre,89830,2445,40445,3730,980,21100,2285,415,800,1060,2150,7910,4440,1660,8120,410,35,835,31445,47565,1085,20130,1905,485,10470,1105,235,330,570,1195,3840,2265,860,4235,200,0,425,18360,42270,1365,20315,1830,495,10630,1190,185,470,490,950,4075,2175,800,3885,205,0,410,13080
35109,Toronto--Danforth,102420,4735,49835,4805,820,19435,10130,755,810,1430,3600,8040,1065,1920,4505,125,150,800,39285,50240,2185,23190,2175,390,8805,5170,380,410,625,1600,3630,565,910,2430,90,75,330,20460,52180,2545,26640,2640,430,10625,4955,375,400,805,2000,4410,490,1010,2075,35,75,465,18830
35110,University--Rosedale,94350,2305,41710,5725,520,21400,2255,660,255,1485,3340,6060,1145,6735,3175,110,40,755,38385,45760,1050,19125,2825,265,9725,985,270,85,715,1420,2830,560,3155,1495,45,0,330,19990,48590,1255,22580,2895,260,11675,1270,390,170,770,1920,3225,590,3585,1675,65,0,425,18390
35111,Vaughan--Woodbridge,104545,2640,83220,685,355,71745,3905,130,985,560,530,4330,4120,210,3720,3240,0,400,6995,51345,1225,40345,330,140,35130,1880,50,495,190,250,1885,2050,95,1880,1640,0,245,3865,53205,1415,42880,350,215,36620,2020,75,495,370,290,2440,2075,120,1840,1600,0,155,3130
35112,Waterloo,101475,915,64515,4415,1870,26410,2365,6665,1250,3210,7035,11290,1800,590,4570,845,35,540,27665,50485,470,30410,2075,870,12720,1080,3040,670,1445,3160,5355,980,240,2500,415,0,245,15210,50990,445,34105,2340,1000,13690,1280,3625,580,1770,3880,5940,820,345,2075,430,20,295,12460
35113,Wellington--Halton Hills,114000,215,82150,10210,2470,32140,810,1575,1560,7050,14500,11835,315,220,310,210,0,350,30225,56725,100,39420,4435,1190,15660,445,720,760,3425,6935,5845,155,115,195,95,0,130,16505,57280,115,42725,5770,1275,16480,365,860,795,3625,7565,5985,160,105,115,115,0,215,13715
35114,Whitby,120290,505,85125,10075,2545,39050,2960,920,3175,3100,11600,11700,1905,440,3485,245,30,335,28225,58850,255,40310,4670,1135,18900,1345,430,1455,1450,5120,5810,945,275,1750,110,0,105,15095,61435,255,44815,5405,1410,20145,1610,490,1720,1655,6475,5890,960,165,1735,130,0,235,13130
35115,Willowdale,108745,3170,49985,2595,1980,22355,4640,700,790,3495,2650,10795,1925,7180,12655,125,0,605,33105,51770,1265,22185,1080,815,9775,2070,275,315,1725,1100,5030,955,3520,6260,70,0,310,17200,56975,1905,27800,1510,1170,12580,2560,425,475,1770,1545,5765,965,3660,6400,50,0,285,15905
35116,Windsor--Tecumseh,114355,355,86555,6380,1915,54210,5565,1155,1905,1985,4500,8945,615,285,3565,525,25,320,22110,55075,190,40365,2885,865,25690,2755,475,825,925,2045,3880,295,100,1830,295,0,140,11860,59280,170,46190,3500,1045,28515,2805,675,1075,1060,2455,5065,315,190,1730,225,25,175,10250
35117,Windsor West,117060,2040,76865,5555,2540,46815,3735,980,1735,1750,3755,10000,1960,685,11040,1140,35,515,22795,57680,1065,36500,2375,1225,22360,1880,470,805,800,1750,4850,1070,360,5600,580,15,305,12180,59380,975,40360,3180,1315,24460,1855,515,935,950,2005,5155,885,325,5440,560,0,205,10615
35118,York Centre,99390,2855,58365,1730,1395,35265,5770,185,1560,540,870,11045,2235,18870,4120,90,0,190,12665,47050,1290,26625,840,560,16425,2580,80,585,275,285,4995,1075,9085,2215,30,0,120,6610,52335,1565,31740,890,840,18845,3185,110,975,265,585,6055,1155,9785,1905,60,0,65,6060
35119,York--Simcoe,93110,685,61730,8480,2285,27355,1190,970,1155,2480,9685,8130,495,510,570,215,85,205,28615,46330,310,29540,3975,995,13765,620,460,510,1000,4200,4010,225,265,330,110,25,120,15410,46780,375,32185,4505,1290,13585,565,505,645,1475,5480,4125,280,240,240,105,65,90,13205
35120,York South--Weston,114810,4420,81925,2670,1550,51880,2530,280,4495,1050,2045,15430,4100,380,8620,560,60,280,14470,54520,2115,37780,1165,660,24640,1250,155,1905,490,790,6725,1945,240,4180,280,30,120,7825,60295,2310,44145,1505,895,27235,1275,130,2590,560,1250,8705,2155,140,4435,275,25,160,6640
35121,Humber River--Black Creek,107490,6435,64135,1330,1010,37875,1355,300,3615,745,715,17195,9060,290,11475,2530,0,300,13265,51450,3020,29755,665,470,17945,600,145,1545,350,345,7695,4605,165,5570,1195,0,180,6950,56040,3410,34380,665,535,19935,750,150,2065,400,370,9500,4450,125,5905,1330,0,125,6310
46001,Brandon--Souris,80020,115,55155,4890,1295,14010,525,1435,2060,1540,18965,10430,270,35,280,105,395,305,23350,39130,60,25525,2210,645,6585,245,685,935,690,8650,4875,155,25,165,55,185,155,12805,40885,55,29630,2680,645,7425,280,750,1120,850,10315,5555,115,0,115,50,205,150,10550
46002,Charleswood--St. James--Assiniboia--Headingley,79615,255,52095,5640,1640,17110,1160,3160,1180,1060,11535,9610,285,390,590,390,0,330,25270,38375,120,23950,2570,745,8150,555,1430,580,515,5010,4395,115,220,295,165,0,155,13350,41240,135,28150,3070,900,8955,605,1730,605,545,6525,5215,175,170,295,225,0,175,11920
46003,Churchill--Keewatinook Aski,83700,60,61415,14540,580,23595,350,665,3180,385,13265,4845,335,0,150,90,1965,130,19545,42465,40,30670,7135,320,11995,150,300,1530,220,6635,2385,165,0,90,35,1010,60,10390,41235,20,30740,7400,260,11605,200,365,1655,165,6635,2460,170,0,65,50,955,75,9160
46004,Dauphin--Swan River--Neepawa,83950,100,60480,4275,1560,20460,1390,2675,1580,995,17250,10290,40,45,110,45,1635,170,21320,42320,75,29580,2110,755,9970,735,1355,765,470,8395,5020,20,30,75,0,865,60,11595,41630,30,30900,2165,800,10490,655,1320,815,525,8855,5270,20,20,40,0,770,110,9725
46005,Elmwood--Transcona,84960,785,55030,3715,1190,23075,1470,3495,1415,405,7205,13060,520,155,715,955,140,300,26365,41670,370,25995,1760,600,11240,675,1595,625,180,3105,6215,265,65,330,450,40,85,14065,43295,415,29035,1960,595,11835,795,1905,785,230,4100,6840,260,85,380,500,95,215,12300
46006,Kildonan--St. Paul,80915,345,58260,3800,1380,27460,1635,3900,1095,440,6230,12315,215,1390,375,1235,195,130,18765,38765,120,26750,1425,640,12770,795,1900,520,175,2775,5755,110,660,160,615,100,55,10190,42150,220,31505,2375,735,14695,840,2000,580,265,3460,6565,100,730,215,625,100,70,8575
46007,Portage--Lisgar,85565,75,69325,2885,2570,12185,270,2470,1885,955,9915,36190,85,50,440,55,890,200,14445,42930,30,34220,1395,1340,6255,130,1150,990,395,4535,18045,35,0,210,30,420,90,7870,42635,40,35100,1495,1230,5935,140,1320,890,560,5375,18155,50,0,230,25,470,105,6575
46008,Provencher,86480,75,68900,1920,1690,20340,925,3860,2665,490,5370,31640,85,65,125,0,300,170,16765,43880,20,34215,905,895,10565,475,1790,1445,200,2605,15340,50,35,40,0,150,55,9305,42605,50,34680,1015,795,9775,455,2070,1220,290,2765,16300,30,35,80,0,150,110,7460
46009,Saint Boniface--Saint Vital,82430,525,53530,3765,760,27035,950,3250,990,605,6805,9370,850,390,2335,635,120,255,23790,39975,265,24415,1705,375,12320,465,1545,435,300,2900,4360,375,200,1150,305,50,125,13100,42455,260,29120,2055,380,14715,485,1700,555,305,3905,5010,480,190,1185,335,70,135,10690
46010,Selkirk--Interlake--Eastman,88350,60,61845,7980,1560,20515,995,8240,1135,890,10650,9870,65,320,45,55,195,420,25350,44420,25,29640,3560,750,10510,480,4125,495,430,4550,4730,35,165,25,30,90,195,14215,43925,30,32205,4420,810,10000,515,4115,640,460,6105,5140,25,150,20,25,105,230,11140
46011,Winnipeg Centre,78545,1605,47215,2785,1310,24250,955,1350,1610,375,3650,10925,520,420,1930,265,415,730,25445,39615,785,22710,1285,540,11995,485,600,720,185,1600,5300,255,230,1115,125,115,295,13985,38930,825,24505,1495,770,12260,475,750,885,185,2055,5625,270,190,810,135,300,430,11460
46012,Winnipeg North,87325,1140,59340,2470,1580,38390,1065,1405,1505,355,3010,9560,990,435,580,4495,685,280,19370,42745,560,28195,1180,770,18545,460,680,600,145,1320,4500,490,200,305,2330,295,115,10260,44580,580,31145,1290,815,19840,605,725,905,210,1695,5065,505,240,280,2165,385,165,9110
46013,Winnipeg South,84125,940,51615,3290,1405,22550,1415,2555,1275,595,8125,10405,2530,715,3355,1355,65,215,23325,41350,485,24360,1600,675,10745,690,1130,625,245,3730,4920,1295,390,1655,705,25,125,12330,42775,465,27260,1690,730,11805,730,1430,645,350,4395,5490,1240,325,1705,655,45,95,10995
46014,Winnipeg South Centre,88370,685,49430,5090,1300,18475,1545,2450,1090,670,8230,10590,915,6685,1370,520,155,615,27990,42320,325,22075,2130,600,8625,740,945,490,300,3270,4980,515,3230,725,245,65,280,14875,46050,360,27360,2960,705,9850,805,1505,600,370,4960,5615,405,3460,645,280,85,340,13120
47001,Battlefords--Lloydminster,68675,75,49060,3865,1135,23505,530,2365,1635,595,8965,6465,70,0,240,40,2485,85,16620,34420,60,23475,1780,600,11200,235,1000,770,370,4360,3160,55,0,135,0,1305,50,9330,34255,0,25590,2080,535,12305,295,1365,870,225,4600,3305,0,0,100,0,1180,35,7290
47002,Cypress Hills--Grasslands,63340,80,48540,2215,1015,13640,210,5170,1665,390,12845,11390,25,0,75,0,90,140,14365,31805,45,23485,1025,570,6735,110,2535,725,195,6070,5525,15,0,35,0,40,75,8115,31530,35,25060,1190,450,6905,95,2640,940,200,6775,5855,0,0,35,0,45,65,6250
47003,Desnethe--Missinippi--Churchill River,68565,15,52680,12695,425,28440,250,1730,1120,470,2840,4705,0,30,0,0,1840,25,13970,34630,0,26220,6555,240,13840,90,900,505,195,1440,2455,0,30,0,0,985,10,7370,33935,10,26460,6135,185,14600,155,825,615,280,1400,2255,0,0,0,0,860,15,6595
47004,Carlton Trail--Eagle Creek,70635,50,54740,2020,1285,21635,790,3665,895,330,8125,16000,60,25,55,0,355,270,15075,35570,25,27065,955,640,10865,475,1720,475,150,3820,7945,40,20,25,0,160,105,8130,35070,30,27675,1065,640,10770,310,1945,420,175,4300,8055,0,0,25,0,190,170,6945
47005,Moose Jaw--Lake Centre--Lanigan,73715,185,56390,3005,1175,18230,485,6545,1130,590,14280,10960,30,25,145,0,80,150,16670,37120,95,27335,1325,550,9385,225,3100,510,290,6605,5340,20,0,65,0,40,45,9475,36595,90,29060,1675,625,8840,255,3445,615,300,7675,5625,0,0,80,0,40,105,7195
47006,Prince Albert,76610,115,58085,8965,1340,22630,940,4280,1775,940,8825,8395,155,20,205,0,590,235,17190,37430,30,27395,4175,595,10820,485,1925,900,365,4030,4100,110,15,75,0,285,115,9390,39175,85,30690,4790,750,11805,455,2355,875,575,4790,4295,40,0,130,0,305,120,7795
47007,Regina--Lewvan,78460,375,54345,2915,1615,24205,1470,6205,805,655,9485,6990,580,125,1275,415,240,225,20890,38385,185,25245,1265,770,11390,735,2665,370,295,4315,3440,320,60,655,200,110,105,11500,40080,185,29095,1650,845,12810,735,3545,440,360,5165,3555,265,65,615,210,130,115,9390
47008,Regina--Qu'Appelle,71885,320,48325,2840,960,20725,615,5645,915,365,8590,7675,155,40,810,115,2575,185,19355,35425,140,23145,1280,520,10090,300,2635,450,210,3815,3845,65,25,430,55,1325,60,10190,36460,185,25185,1560,435,10630,320,3005,465,150,4775,3830,90,20,380,60,1255,130,9165
47009,Regina--Wascana,75570,1000,51645,2420,1685,23685,1105,4985,880,635,9090,7155,835,190,1485,395,150,385,19485,37005,475,24040,1205,775,11440,505,2170,340,280,3745,3575,505,125,735,240,70,195,10605,38570,520,27605,1210,905,12245,600,2815,540,360,5350,3580,330,65,750,160,80,185,8880
47010,Saskatoon--Grasswood,70955,300,48350,2825,1240,19855,1125,3480,950,475,9225,9175,475,200,2105,105,105,355,18950,34380,145,21870,1320,500,9500,450,1465,365,195,3860,4205,250,110,1170,65,25,185,10560,36570,155,26480,1510,735,10355,675,2010,580,280,5365,4970,225,90,930,40,85,170,8390
