Geo_Code,FED_Name,TotPopAged15YearsAndOverByHighestDiploma,NoDiploma,HighSchoolDiplomaOrEquivalent,PostsecondaryCertificateDiplomaOrDegree,ApprenticeshipOrTradesCertificateOrDiploma,CollegeCEGEPOrOtherNonUniversityCertificateOrDiploma,UniversityCertificateOrDiplomaBelowBachelorLevel,UniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbove,BachelorDegree,UniversityCertificateDiplomaOrDegreeAboveBachelorLevel,MaleTotPopAged15YearsAndOverByHighestDiploma,MaleNoDiploma,MaleHighSchoolDiplomaOrEquivalent,MalePostsecondaryCertificateDiplomaOrDegree,MaleApprenticeshipOrTradesCertificateOrDiploma,MaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiploma,MaleUniversityCertificateOrDiplomaBelowBachelorLevel,MaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbove,MaleBachelorDegree,MaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevel,FemaleTotPopAged15YearsAndOverByHighestDiploma,FemaleNoDiploma,FemaleHighSchoolDiplomaOrEquivalent,FemalePostsecondaryCertificateDiplomaOrDegree,FemaleApprenticeshipOrTradesCertificateOrDiploma,FemaleCollegeCEGEPOrOtherNonUniversityCertificateOrDiploma,FemaleUniversityCertificateOrDiplomaBelowBachelorLevel,FemaleUniversityCertificateDiplomaOrDegreeAtBachelorLevelOrAbove,FemaleBachelorDegree,FemaleUniversityCertificateDiplomaOrDegreeAboveBachelorLevel
47004,Carlton Trail--Eagle Creek,55260,14265,15410,25590,7570,9805,1970,6245,4770,1475,28020,7965,8175,11880,4975,3505,870,2525,1855,670,27240,6300,7235,13710,2585,6300,1100,3725,2915,805
47005,Moose Jaw--Lake Centre--Lanigan,61055,14630,16950,29475,9410,11015,2405,6640,4940,1705,30580,7825,8820,13940,6110,3950,815,3075,2190,880,30470,6810,8130,15530,3305,7065,1590,3575,2740,830
47006,Prince Albert,60870,17220,16515,27135,8250,9770,2305,6805,5220,1585,29380,8845,8010,12530,5375,3270,900,2985,2290,700,31490,8375,8510,14605,2875,6500,1410,3815,2930,890
47007,Regina--Lewvan,64800,9550,19695,35555,6760,10630,3275,14890,10930,3965,31280,4785,9545,16945,4630,3955,1410,6945,4905,2045,33525,4765,10155,18605,2125,6670,1865,7945,6025,1920
47008,Regina--Qu'Appelle,56725,16235,17290,23205,7060,7890,2330,5925,4650,1275,27840,8585,8325,10920,4755,2865,920,2380,1800,585,28895,7645,8965,12285,2305,5025,1415,3540,2850,690
47009,Regina--Wascana,62880,11140,17875,33875,5455,9100,3110,16210,11805,4405,30530,5665,8485,16380,3660,3630,1100,7995,5635,2360,32355,5475,9390,17490,1795,5470,2005,8215,6165,2050
47010,Saskatoon--Grasswood,60175,9190,15780,35200,5605,10225,2745,16625,11315,5310,28790,4625,7915,16255,3625,3435,1045,8145,5150,2990,31385,4565,7865,18950,1980,6785,1700,8480,6165,2315
47011,Saskatoon--University,62205,7770,16400,38035,5620,10325,3110,18980,12425,6555,30515,4265,8650,17600,3620,3755,1290,8940,5410,3525,31690,3505,7750,20430,2005,6575,1815,10045,7010,3030
47012,Saskatoon West,60655,14430,17625,28605,8035,9505,1970,9090,6715,2375,29650,7170,8955,13530,5050,3480,775,4235,3120,1120,31005,7260,8675,15070,2985,6030,1195,4855,3600,1255
47013,Souris--Moose Mountain,56250,15665,17510,23070,8180,8170,2000,4725,3780,950,28725,8860,9015,10850,5465,2635,810,1935,1480,455,27530,6810,8495,12225,2710,5540,1185,2785,2300,485
47014,Yorkton--Melville,57715,18020,16480,23215,8370,7835,2005,5000,4020,980,28630,9450,8380,10800,5575,2410,665,2150,1585,560,29085,8570,8100,12410,2795,5425,1340,2845,2435,420
48001,Banff--Airdrie,80550,11995,21095,47460,9005,17510,3370,17570,12385,5185,40370,6405,10065,23905,6625,7530,1520,8225,5635,2585,40175,5590,11030,23550,2375,9975,1850,9350,6750,2600
48002,Battle River--Crowfoot,82290,20680,23515,38085,12065,15705,2185,8130,6170,1965,41400,11185,11135,19075,8865,6060,715,3440,2365,1080,40895,9505,12375,19010,3205,9650,1470,4690,3800,885
48003,Bow River,75820,18870,22100,34850,9500,14165,2295,8890,6900,1995,38645,10160,11005,17485,7115,5695,895,3785,2790,995,37165,8710,11095,17365,2385,8470,1405,5105,4105,1000
48004,Calgary Centre,94560,9330,19600,65630,6210,14525,4690,40200,28235,11965,48460,4765,10230,33460,4185,6655,2270,20355,14290,6065,46100,4565,9365,32170,2030,7865,2425,19850,13950,5900
48005,Calgary Confederation,95220,10375,19860,64985,5995,15935,4385,38675,24460,14210,47510,5410,9540,32560,4210,6970,1800,19580,11995,7585,47710,4970,10315,32425,1785,8965,2585,19090,12465,6625
48006,Calgary Forest Lawn,87615,25285,26905,35420,9370,12325,3565,10170,7285,2880,44840,12620,13330,18895,6845,5515,1765,4765,3295,1465,42775,12670,13575,16530,2520,6805,1795,5405,3990,1415
48007,Calgary Heritage,88860,10255,22005,56600,6670,16790,5370,27765,19145,8615,43685,5515,10360,27810,4435,7205,2340,13835,9225,4605,45180,4745,11645,28790,2240,9590,3030,13930,9920,4015
48008,Calgary Midnapore,90305,12820,24020,53465,8390,17445,5030,22605,16265,6340,44855,6340,11385,27135,5745,7780,2265,11340,7950,3390,45445,6485,12635,26330,2640,9660,2760,11265,8310,2955
48009,Calgary Nose Hill,88995,14510,22630,51855,6430,15360,5110,24955,17485,7470,43605,6815,10790,26010,4365,6745,2240,12660,8410,4250,45385,7700,11840,25845,2065,8620,2870,12290,9070,3220
48010,Calgary Rocky Ridge,84380,8370,18070,57945,5330,15670,5270,31680,21480,10200,41230,4295,8420,28515,3620,6855,2315,15720,10355,5360,43155,4075,9645,29435,1710,8815,2950,15960,11115,4845
48011,Calgary Shepard,85955,13875,23025,49060,8925,17955,4150,18035,13450,4580,43290,7380,11220,24690,6555,7895,1915,8330,6055,2275,42665,6490,11805,24365,2370,10060,2240,9700,7400,2305
48012,Calgary Signal Hill,86830,10240,18385,58205,5920,15360,4760,32165,21770,10395,41745,4905,8745,28095,3905,6315,1825,16050,10590,5460,45090,5335,9645,30110,2015,9050,2935,16110,11185,4930
48013,Calgary Skyview,83125,17805,24120,41205,7190,13165,4385,16460,11100,5355,41655,8790,11960,20905,4780,5985,2030,8115,5405,2710,41460,9010,12155,20300,2415,7185,2355,8345,5700,2645
48014,Edmonton Centre,91300,13505,23445,54345,7725,15685,4560,26370,17620,8750,46300,6675,11925,27700,5580,7445,2145,12540,8060,4475,45000,6830,11525,26645,2150,8240,2415,13835,9560,4275
48015,Edmonton Griesbach,86250,24455,24420,37380,10655,14220,2920,9575,6625,2950,44070,11970,11910,20190,8040,6015,1265,4875,3255,1620,42180,12480,12515,17185,2615,8210,1660,4700,3375,1330
48016,Edmonton Manning,84825,18595,24750,41480,9285,16575,3745,11865,8490,3380,41605,8690,12075,20835,6820,7040,1575,5400,3740,1660,43225,9910,12675,20635,2465,9535,2170,6470,4750,1720
48017,Edmonton Mill Woods,83290,16270,23715,43310,8315,14550,4345,16100,10905,5195,41270,7635,11235,22405,6310,6260,2155,7680,4915,2770,42020,8630,12480,20905,2005,8295,2195,8415,5990,2420
48018,Edmonton Riverbend,85710,9145,18210,58355,5280,14400,5485,33190,19970,13220,41615,4435,8495,28685,3690,6175,2375,16450,9150,7300,44095,4710,9710,29670,1590,8225,3110,16745,10825,5925
48019,Edmonton Strathcona,88520,10555,21335,56630,8295,13530,3660,31145,18905,12245,44585,5170,10390,29030,6400,6130,1455,15040,8675,6365,43930,5385,10945,27605,1895,7395,2205,16105,10230,5875
48020,Edmonton West,84845,14035,22710,48105,7790,16240,4315,19750,13865,5890,41280,7170,10545,23560,5580,6835,1685,9460,6355,3105,43565,6860,12165,24535,2210,9405,2630,10290,7510,2790
48021,Edmonton--Wetaskiwin,86150,16410,23630,46105,11330,16160,3695,14920,10995,3930,43015,8390,10970,23650,8585,7070,1510,6480,4515,1965,43140,8025,12660,22455,2745,9090,2185,8445,6480,1960
48022,Foothills,82455,14525,22585,45350,10400,16535,3250,15160,10520,4645,40990,7785,10205,23000,7295,6885,1335,7485,4910,2580,41465,6740,12380,22350,3105,9650,1920,7680,5610,2070
48023,Fort McMurray--Cold Lake,80655,16645,20375,43635,12940,15735,2555,12400,8775,3625,43680,8585,10175,24920,10595,7470,1100,5755,3940,1815,36970,8055,10200,18715,2355,8265,1455,6645,4835,1805
48024,Grande Prairie--Mackenzie,81465,22095,23190,36180,11705,14640,1965,7880,6060,1825,41895,11865,11430,18600,9245,5600,605,3145,2260,885,39570,10230,11755,17585,2455,9035,1360,4730,3795,945
48025,Lakeland,80250,22085,21820,36350,11705,14735,2315,7590,5900,1690,40845,11970,10270,18605,8570,6065,830,3145,2280,865,39405,10120,11550,17740,3135,8675,1480,4445,3620,825
48026,Lethbridge,84000,16180,24755,43065,8810,16810,2390,15055,10620,4440,41000,8500,11685,20810,6010,6975,960,6870,4470,2400,43000,7680,13070,22255,2800,9835,1425,8190,6150,2040
48027,Medicine Hat--Cardston--Warner,77075,18870,22155,36050,9880,15080,2290,8795,6565,2230,37990,10040,10485,17465,6930,5745,780,4020,2675,1340,39085,8825,11675,18585,2950,9335,1515,4780,3890,890
48028,Peace River--Westlock,79335,27695,20805,30835,10795,11875,1845,6320,4735,1590,40510,15090,9355,16055,8250,4610,615,2580,1840,735,38825,12600,11450,14775,2545,7265,1230,3745,2890,855
48029,Red Deer--Mountain View,87335,18010,24000,45320,12080,18605,3190,11445,8250,3200,43250,9445,11655,22150,8830,7445,1055,4820,3170,1645,44085,8570,12345,23170,3250,11155,2135,6625,5075,1550
48030,Red Deer--Lacombe,87900,22605,24150,41140,12890,16660,2705,8890,6660,2225,43950,11905,11535,20510,9405,6230,1055,3825,2555,1270,43940,10695,12615,20630,3485,10430,1655,5065,4105,960
48031,St. Albert--Edmonton,83615,13375,23190,47050,8715,17265,4395,16680,12120,4555,40760,6560,10930,23270,6395,7595,1790,7495,5100,2395,42855,6815,12255,23780,2320,9670,2605,9185,7020,2165
48032,Sherwood Park--Fort Saskatchewan,88795,13260,23710,51825,12590,18790,3920,16520,12225,4290,44125,6565,10580,26985,9530,8420,1685,7355,5200,2150,44670,6695,13130,24840,3065,10375,2235,9165,7030,2135
48033,Sturgeon River--Parkland,82420,16705,23295,42420,13320,16905,2410,9780,7535,2245,41605,8790,10650,22165,10245,6805,950,4160,3000,1160,40820,7915,12650,20255,3075,10100,1455,5625,4535,1090
48034,Yellowhead,78030,21015,22810,34205,12770,13190,1950,6295,4705,1590,40175,11285,10935,17945,9635,5210,540,2560,1810,750,37855,9725,11875,16255,3135,7975,1415,3730,2900,835
59001,Abbotsford,77240,15965,24075,37200,9030,12610,4630,10930,6555,4375,37430,7990,11465,17975,5860,5100,1805,5205,2840,2370,39810,7980,12610,19230,3170,7505,2830,5725,3715,2005
59002,Burnaby North--Seymour,84450,10595,22335,51525,6565,14410,5785,24765,16100,8665,41315,4990,10330,25995,4260,6625,2470,12650,8030,4620,43135,5605,12010,25525,2310,7785,3315,12110,8065,4050
59003,Burnaby South,90335,11750,21480,57105,6710,14165,7155,29070,19195,9870,43435,5135,10125,28175,4175,6540,3390,14070,9130,4935,46905,6615,11355,28935,2540,7620,3770,15005,10065,4940
59004,Cariboo--Prince George,87590,20985,27085,39525,11770,14620,2995,10135,6530,3605,43705,11120,12520,20065,8705,5770,1155,4430,2650,1785,43890,9860,14560,19465,3060,8855,1840,5705,3880,1820
59005,Central Okanagan--Similkameen--Nicola,88240,16690,24965,46585,12945,17945,4460,11230,7300,3930,42475,8155,11855,22460,8645,6900,1640,5275,3230,2045,45765,8530,13110,24125,4300,11050,2825,5955,4070,1885
59006,Chilliwack--Hope,73970,15830,23155,34985,10060,12740,4460,7725,4985,2740,36055,8515,10680,16855,6870,4725,1765,3500,2135,1365,37915,7315,12475,18130,3185,8010,2700,4230,2855,1370
59007,Cloverdale--Langley City,79390,11785,24820,42785,9090,15040,5270,13375,9075,4310,38480,6185,11405,20890,6475,6275,2215,5920,3925,1995,40910,5595,13415,21895,2620,8765,3060,7460,5145,2310
59008,Coquitlam--Port Coquitlam,90415,11300,26155,52960,8510,16560,5700,22190,14445,7750,43690,5785,12095,25815,5705,6885,2445,10785,6660,4120,46725,5520,14060,27145,2805,9675,3250,11415,7780,3630
59009,Courtenay--Alberni,93435,18835,25850,48745,13365,18315,4395,12675,7875,4795,45280,9745,11755,23785,9055,7185,1525,6020,3595,2425,48155,9095,14100,24960,4315,11130,2875,6650,4275,2375
59010,Cowichan--Malahat--Langford,81255,14640,24325,42290,10855,15725,3730,11975,8010,3970,39580,7765,11630,20180,7460,6045,1440,5235,3305,1930,41675,6875,12695,22110,3395,9680,2290,6745,4705,2045
59011,Delta,82295,12960,24390,44950,7760,15350,4830,17010,10690,6325,40170,6250,11525,22395,5460,6470,2135,8335,5240,3095,42130,6710,12865,22555,2295,8885,2695,8675,5450,3225
59012,Fleetwood--Port Kells,88645,16230,27435,44985,6880,12985,6940,18175,11880,6300,43305,7750,13535,22020,4420,5665,3135,8805,5550,3260,45340,8485,13895,22965,2465,7320,3805,9375,6335,3040
59013,Kamloops--Thompson--Cariboo,98515,18750,30015,49755,14000,15970,5650,14130,9395,4735,48425,10115,14170,24140,9945,5880,2130,6180,3915,2265,50090,8635,15845,25610,4055,10090,3520,7945,5475,2475
59014,Kelowna--Lake Country,91030,14375,25775,50885,12340,18880,4260,15405,9750,5655,44090,7380,11970,24740,8200,7545,1690,7300,4195,3100,46945,6995,13805,26145,4135,11330,2575,8110,5550,2555
59015,Kootenay--Columbia,88695,16465,24470,47760,12880,17910,3270,13705,9055,4650,44445,8690,11865,23890,9245,6950,1240,6455,4060,2400,44250,7775,12610,23870,3635,10965,2030,7245,4995,2250
59016,Langley--Aldergrove,82845,13475,25745,43620,10520,15025,4865,13210,8405,4810,40475,7125,11720,21635,7555,6175,1975,5925,3600,2330,42365,6355,14020,21995,2965,8850,2885,7290,4810,2480
59017,Mission--Matsqui--Fraser Canyon,71330,16965,21680,32680,9495,11105,3800,8275,4580,3695,35540,8660,10660,16215,6415,4365,1570,3860,1980,1880,35790,8305,11015,16465,3080,6745,2230,4415,2600,1815
59018,Nanaimo--Ladysmith,96230,15725,26975,53530,12940,18640,5815,16130,10105,6030,46475,8080,12615,25775,8780,7405,2235,7350,4335,3015,49755,7645,14355,27755,4165,11235,3580,8780,5770,3015
59019,New Westminster--Burnaby,91510,13045,23420,55050,8600,17020,5955,23485,15350,8135,44680,6450,11665,26575,5370,7390,2795,11010,6940,4075,46835,6595,11760,28480,3225,9625,3160,12470,8410,4060
59020,North Okanagan--Shuswap,101125,20275,30005,50845,15505,19185,4170,11985,7810,4175,48860,10225,13630,25010,10380,7295,1525,5810,3550,2260,52265,10050,16375,25845,5130,11885,2650,6175,4265,1910
59021,North Vancouver,91585,9080,21510,60995,7290,16655,6665,30380,19150,11230,43590,4450,9815,29320,4630,7295,2865,14530,8765,5765,48000,4630,11695,31675,2660,9360,3800,15855,10390,5465
59022,Pitt Meadows--Maple Ridge,76030,12000,24045,39985,10550,16005,3930,9500,6010,3490,37105,6165,11030,19915,7290,6600,1640,4390,2695,1695,38920,5835,13020,20065,3265,9410,2285,5115,3320,1795
59023,Port Moody--Coquitlam,88815,10715,23865,54235,8770,16070,5950,23440,14815,8625,43810,5230,11355,27230,6185,7215,2680,11145,6985,4160,45005,5485,12510,27005,2590,8855,3265,12295,7825,4470
59024,Prince George--Peace River--Northern Rockies,84575,21355,24765,38455,13590,14695,2350,7820,5410,2410,43400,11685,11635,20075,10040,5870,910,3260,2145,1120,41175,9675,13125,18380,3550,8820,1445,4560,3265,1295
59025,Richmond Centre,80460,11195,21990,47285,4400,11170,6345,25370,17075,8295,37750,5040,9855,22860,2760,4820,2760,12515,8105,4410,42710,6150,12135,24425,1640,6345,3580,12850,8965,3885
59026,Esquimalt--Saanich--Sooke,94575,14245,27825,52500,11430,18265,4060,18750,12295,6455,45815,7170,12995,25655,7695,7655,1745,8555,5400,3155,48760,7075,14830,26850,3730,10610,2315,10195,6895,3300
59027,Saanich--Gulf Islands,89175,11000,23155,55015,9365,15540,5105,25015,14565,10450,42505,5190,10540,26775,6170,6135,1960,12510,6720,5790,46665,5810,12620,28240,3195,9405,3145,12505,7845,4660
59028,Skeena--Bulkley Valley,71950,20310,20080,31555,9725,11440,2470,7920,5345,2575,36640,11010,9200,16430,7380,4720,885,3445,2215,1230,35315,9305,10875,15130,2345,6720,1580,4480,3125,1355
59029,South Okanagan--West Kootenay,94270,19390,26080,48795,14800,18500,3765,11735,7695,4040,45815,9565,11585,24665,10310,7320,1280,5750,3685,2065,48450,9825,14500,24135,4485,11180,2480,5985,4010,1975
59030,South Surrey--White Rock,78705,9155,21125,48425,7040,15425,5325,20640,11920,8715,37060,4475,9215,23375,4725,6220,2085,10345,5720,4625,41645,4685,11915,25050,2315,9210,3240,10295,6200,4090
59031,Steveston--Richmond East,81585,11800,23200,46575,5255,12145,6265,22920,16110,6805,39125,5475,10870,22780,3265,5465,2745,11305,7610,3700,42455,6330,12325,23800,1985,6680,3520,11615,8510,3110
59032,Surrey Centre,89355,21540,28205,39600,8210,12825,5540,13030,8565,4470,44990,10585,14510,19890,5650,5495,2440,6305,4105,2200,44365,10955,13695,19715,2565,7330,3090,6730,4460,2270
59033,Surrey--Newton,82430,19260,27800,35375,5810,10890,5245,13440,8165,5275,40445,9175,13790,17480,3745,4605,2525,6600,3980,2625,41985,10085,14005,17895,2060,6280,2715,6840,4185,2655
59034,Vancouver Centre,95170,4645,18905,71620,5485,15655,6350,44135,28050,16080,49130,2710,10185,36230,3420,6905,3065,22830,14590,8245,46040,1930,8715,35390,2060,8745,3285,21300,13465,7835
59035,Vancouver East,91970,18115,21670,52185,7075,14060,4555,26495,17755,8740,45710,8640,11395,25670,4245,6890,2305,12235,8355,3875,46260,9475,10280,26510,2830,7170,2255,14255,9400,4865
59036,Vancouver Granville,86765,6790,17850,62125,4180,12335,6040,39575,23835,15740,39875,3200,7955,28725,2395,5050,2690,18590,11035,7555,46890,3590,9890,33400,1790,7280,3350,20985,12800,8185
59037,North Island--Powell River,86075,17135,24690,44245,13415,16125,3585,11120,7045,4080,42630,9230,11040,22355,9525,6385,1175,5275,3200,2070,43450,7905,13650,21890,3895,9740,2410,5855,3845,2005
59038,Vancouver Kingsway,86645,19390,22990,44260,6775,12370,5025,20090,14460,5630,41875,8950,10955,21965,4380,6005,2300,9280,6685,2590,44770,10435,12040,22295,2395,6365,2725,10810,7775,3040
59039,Vancouver Quadra,85920,6215,15750,63955,3385,10425,4905,45240,23935,21305,40180,2995,7295,29890,2100,4365,1920,21510,10795,10710,45740,3215,8455,34065,1285,6060,2985,23730,13140,10595
59040,Vancouver South,83835,17895,23460,42480,5250,11890,5290,20055,14110,5945,39905,7640,11410,20850,3320,5430,2275,9830,6850,2980,43935,10255,12045,21630,1935,6460,3010,10225,7265,2965
59041,Victoria,94480,9735,22545,62195,6840,16000,5600,33760,20110,13650,44435,4990,11005,28440,4095,6445,2195,15710,8815,6895,50050,4750,11540,33755,2745,9555,3405,18050,11295,6755
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,93925,10050,23740,60130,8985,15460,5745,29945,17750,12200,45760,5390,10805,29565,5940,6490,2250,14885,8310,6580,48160,4665,12930,30570,3045,8970,3495,15055,9440,5615
60001,Yukon,27495,5040,6655,15805,3330,5485,1145,5835,3835,2000,13755,2870,3325,7560,2475,2180,455,2455,1550,915,13740,2165,3330,8240,855,3310,690,3375,2290,1090
61001,Northwest Territories,31755,9865,6520,15365,3185,5810,725,5645,4005,1645,16075,5210,3055,7810,2530,2515,290,2470,1780,690,15680,4650,3460,7560,655,3295,435,3175,2225,955
62001,Nunavut,21255,11890,2840,6525,1620,2665,260,1980,1305,675,10910,5985,1425,3495,1285,1190,130,895,570,325,10345,5900,1415,3030,335,1480,135,1085,735,350
